"Clave","Entidad","Municipio","Localidad","Ovitrampa","Pocision_X","Pocision_Y","FechaGeo"
16102000122540048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021625,-102.038726806641,19.4080448150635,"27/12/2016"
16102000122540048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021626,-102.038993835449,19.4081649780273,"27/12/2016"
16102000122540048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021627,-102.039283752441,19.4075450897217,"27/12/2016"
16102000122540048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021628,-102.039115905762,19.4072456359863,"27/12/2016"
16102000122550028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022189,-102.055389404297,19.4090270996094,"31/12/2020"
16102000122550028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022190,-102.054656982422,19.4095153808594,"31/12/2020"
16102000122550028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022191,-102.055213928223,19.4096813201904,"31/12/2020"
16102000122550028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022192,-102.054542541504,19.4090309143066,"31/12/2020"
16102000122550044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022193,-102.056365966797,19.4128570556641,"31/12/2020"
16102000122550044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022194,-102.056289672852,19.4132461547852,"31/12/2020"
16102000122550044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022195,-102.057167053223,19.4125785827637,"31/12/2020"
16102000122550044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022196,-102.057342529297,19.4126586914063,"31/12/2020"
16102000122560044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022197,-102.058967590332,19.4087047576904,"31/12/2020"
16102000122560044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022198,-102.058853149414,19.4084377288818,"31/12/2020"
16102000122560044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022199,-102.059112548828,19.4083843231201,"31/12/2020"
16102000122560044,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022200,-102.05980682373,19.4086723327637,"31/12/2020"
16102000122570048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022201,-102.061340332031,19.4135112762451,"31/12/2020"
16102000122570048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022202,-102.061485290527,19.4138050079346,"31/12/2020"
16102000122570048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022203,-102.061195373535,19.4139919281006,"31/12/2020"
16102000122570048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022204,-102.061088562012,19.4136142730713,"31/12/2020"
16102000122590068,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022337,-102.066909790039,19.41432762146,"31/12/2020"
16102000122590068,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022338,-102.06608581543,19.4142017364502,"31/12/2020"
16102000122590068,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022339,-102.066055297852,19.4150409698486,"31/12/2020"
16102000122590068,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022340,-102.066596984863,19.4147663116455,"31/12/2020"
16102000122600012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022345,-102.071533203125,19.4130458831787,"31/12/2020"
16102000122600012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022346,-102.071586608887,19.4134426116943,"31/12/2020"
16102000122600012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022347,-102.071250915527,19.4133415222168,"31/12/2020"
16102000122600012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022348,-102.071166992188,19.413049697876,"31/12/2020"
16102000122600074,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022349,-102.0712890625,19.4144592285156,"31/12/2020"
16102000122600074,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022350,-102.071243286133,19.4145755767822,"31/12/2020"
16102000122600074,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022351,-102.071243286133,19.4148139953613,"31/12/2020"
16102000122600074,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022352,-102.071495056152,19.4148845672607,"31/12/2020"
16102000122600086,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022341,-102.06974029541,19.4119281768799,"31/12/2020"
16102000122600086,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022342,-102.069946289063,19.411994934082,"31/12/2020"
16102000122600086,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022343,-102.069931030273,19.4117126464844,"31/12/2020"
16102000122600086,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022344,-102.06958770752,19.4118804931641,"31/12/2020"
16102000122610036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022253,-102.073310852051,19.4122333526611,"31/12/2020"
16102000122610036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022254,-102.073143005371,19.4118995666504,"31/12/2020"
16102000122610036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022255,-102.072967529297,19.4121875762939,"31/12/2020"
16102000122610036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022256,-102.07332611084,19.4125499725342,"31/12/2020"
16102000122610064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022245,-102.076110839844,19.4095821380615,"31/12/2020"
16102000122610064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022246,-102.075660705566,19.4094829559326,"31/12/2020"
16102000122610064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022247,-102.07576751709,19.4098587036133,"31/12/2020"
16102000122610064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022248,-102.076431274414,19.4099502563477,"31/12/2020"
16102000122610070,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022241,-102.078491210938,19.4103488922119,"31/12/2020"
16102000122610070,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022242,-102.078422546387,19.4107532501221,"31/12/2020"
16102000122610070,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022243,-102.077964782715,19.4105587005615,"31/12/2020"
16102000122610070,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022244,-102.07780456543,19.4099998474121,"31/12/2020"
16102000122610096,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022237,-102.078323364258,19.4076709747314,"31/12/2020"
16102000122610096,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022238,-102.078407287598,19.4072532653809,"31/12/2020"
16102000122610096,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022239,-102.079200744629,19.4076595306396,"31/12/2020"
16102000122610096,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022240,-102.078948974609,19.4080791473389,"31/12/2020"
16102000122610122,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022249,-102.07689666748,19.412914276123,"31/12/2020"
16102000122610122,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022250,-102.07682800293,19.4125118255615,"31/12/2020"
16102000122610122,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022251,-102.077087402344,19.4124298095703,"31/12/2020"
16102000122610122,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022252,-102.0771484375,19.4128608703613,"31/12/2020"
16102000122620028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022325,-102.072395324707,19.4060192108154,"31/12/2020"
16102000122620028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022326,-102.072265625,19.4063014984131,"31/12/2020"
16102000122620028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022327,-102.072471618652,19.4064140319824,"31/12/2020"
16102000122620028,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022328,-102.07275390625,19.4065799713135,"31/12/2020"
16102000122620036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022329,-102.072555541992,19.4082202911377,"31/12/2020"
16102000122620036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022330,-102.072425842285,19.4079837799072,"31/12/2020"
16102000122620036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022331,-102.072242736816,19.4080410003662,"31/12/2020"
16102000122620036,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022332,-102.072052001953,19.4083099365234,"31/12/2020"
16102000122630026,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022381,-102.064514160156,19.4120903015137,"31/12/2020"
16102000122630026,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022382,-102.065315246582,19.4125518798828,"31/12/2020"
16102000122630026,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022383,-102.065414428711,19.4122734069824,"31/12/2020"
16102000122630026,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022384,-102.06551361084,19.4119682312012,"31/12/2020"
16102000122640064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022333,-102.064292907715,19.4071865081787,"31/12/2020"
16102000122640064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022334,-102.064117431641,19.4068813323975,"31/12/2020"
16102000122640064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022335,-102.06388092041,19.4069538116455,"31/12/2020"
16102000122640064,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022336,-102.064407348633,19.4076194763184,"31/12/2020"
16102000122660052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021857,-102.049339294434,19.4085712432861,"31/12/2020"
16102000122660052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021858,-102.049118041992,19.408655166626,"31/12/2020"
16102000122660052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021859,-102.048683166504,19.4081535339355,"31/12/2020"
16102000122660052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021860,-102.048973083496,19.4081592559814,"31/12/2020"
16102000122670012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021645,-102.044853210449,19.4055080413818,"27/12/2016"
16102000122670012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021646,-102.045097351074,19.4055919647217,"27/12/2016"
16102000122670012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021647,-102.044982910156,19.4058609008789,"27/12/2016"
16102000122670012,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021648,-102.04483795166,19.4058074951172,"27/12/2016"
16102000122670016,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021649,-102.046691894531,19.4069652557373,"27/12/2016"
16102000122670016,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021650,-102.046417236328,19.4071273803711,"27/12/2016"
16102000122670016,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021651,-102.046440124512,19.4067993164063,"27/12/2016"
16102000122670016,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021652,-102.046646118164,19.4065628051758,"27/12/2016"
16102000122670052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021641,-102.044525146484,19.4038143157959,"27/12/2016"
16102000122670052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021642,-102.044494628906,19.4039001464844,"27/12/2016"
16102000122670052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021643,-102.044357299805,19.4042625427246,"27/12/2016"
16102000122670052,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021644,-102.044136047363,19.4039211273193,"27/12/2016"
16102000122670060,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021637,-102.042869567871,19.40456199646,"27/12/2016"
16102000122670060,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021638,-102.042701721191,19.4043807983398,"27/12/2016"
16102000122670060,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021639,-102.04280090332,19.40478515625,"27/12/2016"
16102000122670060,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021640,-102.042533874512,19.4048690795898,"27/12/2016"
16102000122680000,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022165,-102.027297973633,19.3988628387451,"31/12/2020"
16102000122680000,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022166,-102.027122497559,19.3991794586182,"31/12/2020"
16102000122680000,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022167,-102.026863098145,19.3990306854248,"31/12/2020"
16102000122680000,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022168,-102.027252197266,19.3986110687256,"31/12/2020"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021769,-102.022193908691,19.3978710174561,"31/12/2017"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021770,-102.021789550781,19.3984088897705,"31/12/2017"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021771,-102.021675109863,19.3979740142822,"31/12/2017"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021772,-102.021873474121,19.3974723815918,"31/12/2017"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022508,-102.021408081055,19.3951091766357,"01/01/2021"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022509,-102.021072387695,19.3954277038574,"01/01/2021"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022510,-102.02099609375,19.3960494995117,"01/01/2021"
16102000122680024,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022511,-102.021354675293,19.3956699371338,"01/01/2021"
16102000122680032,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022161,-102.024536132813,19.3971672058105,"31/12/2020"
16102000122680032,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022162,-102.024391174316,19.396915435791,"31/12/2020"
16102000122680032,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022163,-102.024032592773,19.3971252441406,"31/12/2020"
16102000122680032,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022164,-102.024047851563,19.3975124359131,"31/12/2020"
16102000122680048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022157,-102.019859313965,19.3969573974609,"31/12/2020"
16102000122680048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022158,-102.019966125488,19.3962249755859,"31/12/2020"
16102000122680048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022159,-102.020111083984,19.3969039916992,"31/12/2020"
16102000122680048,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022160,-102.020217895508,19.3962841033936,"31/12/2020"
16102000122680092,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021765,-102.023979187012,19.3999423980713,"31/12/2017"
16102000122680092,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021766,-102.024024963379,19.400239944458,"31/12/2017"
16102000122680092,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021767,-102.024429321289,19.4001903533936,"31/12/2017"
16102000122680092,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161021768,-102.024169921875,19.3999767303467,"31/12/2017"
16102000122690016,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022129,-102.022834777832,19.3952102661133,"31/12/2020"
16102000122690016,"16 Michoacán de Ocampo","102 Uruapan                                           ","0001 URUAPAN",161022130,-102.023300170898,19.3955039978027,"31/12/2020"
